All 660 characters (least → most frequent) — TRAIN SET
      U+  repr           count       %  name
  U+51FA  '出'                3   0.00%  CJK UNIFIED IDEOGRAPH-51FA
  U+1F49B  '💛'                3   0.00%  YELLOW HEART
  U+306A  'な'                3   0.00%  HIRAGANA LETTER NA
  U+307E  'ま'                3   0.00%  HIRAGANA LETTER MA
  U+03B4  'δ'                3   0.00%  GREEK SMALL LETTER DELTA
  U+03AC  'ά'                3   0.00%  GREEK SMALL LETTER ALPHA WITH TONOS
  U+03C8  'ψ'                3   0.00%  GREEK SMALL LETTER PSI
  U+0113  'ē'                3   0.00%  LATIN SMALL LETTER E WITH MACRON
  U+0635  'ص'                3   0.00%  ARABIC LETTER SAD
  U+0649  'ى'                3   0.00%  ARABIC LETTER ALEF MAKSURA
  U+5F0F  '式'                3   0.00%  CJK UNIFIED IDEOGRAPH-5F0F
  U+751C  '甜'                3   0.00%  CJK UNIFIED IDEOGRAPH-751C
  U+54C1  '品'                3   0.00%  CJK UNIFIED IDEOGRAPH-54C1
  U+8272  '色'                3   0.00%  CJK UNIFIED IDEOGRAPH-8272
  U+3001  '、'                3   0.00%  IDEOGRAPHIC COMMA
  U+4E2D  '中'                3   0.00%  CJK UNIFIED IDEOGRAPH-4E2D
  U+4E0D  '不'                3   0.00%  CJK UNIFIED IDEOGRAPH-4E0D
  U+1F61B  '😛'                4   0.00%  FACE WITH STUCK-OUT TONGUE
  U+00D6  'Ö'                4   0.00%  LATIN CAPITAL LETTER O WITH DIAERESIS
  U+3010  '【'                4   0.00%  LEFT BLACK LENTICULAR BRACKET
  U+3011  '】'                4   0.00%  RIGHT BLACK LENTICULAR BRACKET
  U+0634  'ش'                4   0.00%  ARABIC LETTER SHEEN
  U+00EB  'ë'                4   0.00%  LATIN SMALL LETTER E WITH DIAERESIS
  U+00F9  'ù'                4   0.00%  LATIN SMALL LETTER U WITH GRAVE
  U+0448  'ш'                4   0.00%  CYRILLIC SMALL LETTER SHA
  U+0433  'г'                4   0.00%  CYRILLIC SMALL LETTER GHE
  U+0259  'ə'                4   0.00%  LATIN SMALL LETTER SCHWA
  U+2194  '↔'                4   0.00%  LEFT RIGHT ARROW
  U+0E27  'ว'                4   0.00%  THAI CHARACTER WO WAEN
  U+0E35  'ี'                4   0.00%  THAI CHARACTER SARA II
  U+0E44  'ไ'                4   0.00%  THAI CHARACTER SARA AI MAIMALAI
  U+0E1E  'พ'                4   0.00%  THAI CHARACTER PHO PHAN
  U+0E1A  'บ'                4   0.00%  THAI CHARACTER BO BAIMAI
  U+06CC  'ی'                4   0.00%  ARABIC LETTER FARSI YEH
  U+0631  'ر'                4   0.00%  ARABIC LETTER REH
  U+064A  'ي'                4   0.00%  ARABIC LETTER YEH
  U+0100  'Ā'                4   0.00%  LATIN CAPITAL LETTER A WITH MACRON
  U+00F4  'ô'                4   0.00%  LATIN SMALL LETTER O WITH CIRCUMFLEX
  U+4EBA  '人'                4   0.00%  CJK UNIFIED IDEOGRAPH-4EBA
  U+03A9  'Ω'                4   0.00%  GREEK CAPITAL LETTER OMEGA
  U+09CD  '্'                4   0.00%  BENGALI SIGN VIRAMA
  U+0171  'ű'                4   0.00%  LATIN SMALL LETTER U WITH DOUBLE ACUTE
  U+25CF  '●'                4   0.00%  BLACK CIRCLE
  U+264B  '♋'                4   0.00%  CANCER
  U+00E6  'æ'                4   0.00%  LATIN SMALL LETTER AE
  U+05B6  'ֶ'                4   0.00%  HEBREW POINT SEGOL
  U+5E97  '店'                4   0.00%  CJK UNIFIED IDEOGRAPH-5E97
  U+00DF  'ß'                5   0.00%  LATIN SMALL LETTER SHARP S
  U+00FD  'ý'                5   0.00%  LATIN SMALL LETTER Y WITH ACUTE
  U+0161  'š'                5   0.00%  LATIN SMALL LETTER S WITH CARON
  U+05D4  'ה'                5   0.00%  HEBREW LETTER HE
  U+1F600  '😀'                5   0.00%  GRINNING FACE
  U+00EA  'ê'                5   0.00%  LATIN SMALL LETTER E WITH CIRCUMFLEX
  U+062C  'ج'                5   0.00%  ARABIC LETTER JEEM
  U+6CD5  '法'                5   0.00%  CJK UNIFIED IDEOGRAPH-6CD5
  U+043C  'м'                5   0.00%  CYRILLIC SMALL LETTER EM
  U+0445  'х'                5   0.00%  CYRILLIC SMALL LETTER HA
  U+2666  '♦'                5   0.00%  BLACK DIAMOND SUIT
  U+03B9  'ι'                5   0.00%  GREEK SMALL LETTER IOTA
  U+0131  'ı'                5   0.00%  LATIN SMALL LETTER DOTLESS I
  U+FE0F  '️'                5   0.00%  VARIATION SELECTOR-16
  U+0E40  'เ'                5   0.00%  THAI CHARACTER SARA E
  U+0E19  'น'                5   0.00%  THAI CHARACTER NO NU
  U+0E25  'ล'                5   0.00%  THAI CHARACTER LO LING
  U+0639  'ع'                5   0.00%  ARABIC LETTER AIN
  U+25A0  '■'                5   0.00%  BLACK SQUARE
  U+2264  '≤'                5   0.00%  LESS-THAN OR EQUAL TO
  U+1E45  'ṅ'                5   0.00%  LATIN SMALL LETTER N WITH DOT ABOVE
  U+30ED  'ロ'                5   0.00%  KATAKANA LETTER RO
  U+21A9  '↩'                5   0.00%  LEFTWARDS ARROW WITH HOOK
  U+3002  '。'                5   0.00%  IDEOGRAPHIC FULL STOP
  U+23F0  '⏰'                5   0.00%  ALARM CLOCK
  U+03BB  'λ'                5   0.00%  GREEK SMALL LETTER LAMDA
  U+221A  '√'                5   0.00%  SQUARE ROOT
  U+8BBE  '设'                5   0.00%  CJK UNIFIED IDEOGRAPH-8BBE
  U+8BA1  '计'                5   0.00%  CJK UNIFIED IDEOGRAPH-8BA1
  U+5186  '円'                5   0.00%  CJK UNIFIED IDEOGRAPH-5186
  U+00D8  'Ø'                6   0.00%  LATIN CAPITAL LETTER O WITH STROKE
  U+0434  'д'                6   0.00%  CYRILLIC SMALL LETTER DE
  U+044C  'ь'                6   0.00%  CYRILLIC SMALL LETTER SOFT SIGN
  U+0437  'з'                6   0.00%  CYRILLIC SMALL LETTER ZE
  U+043F  'п'                6   0.00%  CYRILLIC SMALL LETTER PE
  U+2705  '✅'                6   0.00%  WHITE HEAVY CHECK MARK
  U+0E48  '่'                6   0.00%  THAI CHARACTER MAI EK
  U+062F  'د'                6   0.00%  ARABIC LETTER DAL
  U+03B2  'β'                6   0.00%  GREEK SMALL LETTER BETA
  U+05B8  'ָ'                6   0.00%  HEBREW POINT QAMATS
  U+044F  'я'                7   0.00%  CYRILLIC SMALL LETTER YA
  U+201E  '„'                7   0.00%  DOUBLE LOW-9 QUOTATION MARK
  U+044B  'ы'                7   0.00%  CYRILLIC SMALL LETTER YERU
  U+1E6D  'ṭ'                7   0.00%  LATIN SMALL LETTER T WITH DOT BELOW
  U+00F8  'ø'                7   0.00%  LATIN SMALL LETTER O WITH STROKE
  U+0E2D  'อ'                7   0.00%  THAI CHARACTER O ANG
  U+00E5  'å'                7   0.00%  LATIN SMALL LETTER A WITH RING ABOVE
  U+0633  'س'                7   0.00%  ARABIC LETTER SEEN
  U+0645  'م'                7   0.00%  ARABIC LETTER MEEM
  U+2212  '−'                7   0.00%  MINUS SIGN
  U+00A5  '¥'                7   0.00%  YEN SIGN
  U+05E1  'ס'                7   0.00%  HEBREW LETTER SAMEKH
  U+05DC  'ל'                7   0.00%  HEBREW LETTER LAMED
  U+010F  'ď'                7   0.00%  LATIN SMALL LETTER D WITH CARON
  U+00E3  'ã'                8   0.00%  LATIN SMALL LETTER A WITH TILDE
  U+7684  '的'                8   0.00%  CJK UNIFIED IDEOGRAPH-7684
  U+0443  'у'                8   0.00%  CYRILLIC SMALL LETTER U
  U+03B1  'α'                8   0.00%  GREEK SMALL LETTER ALPHA
  U+00A6  '¦'                8   0.00%  BROKEN BAR
  U+0127  'ħ'                8   0.00%  LATIN SMALL LETTER H WITH STROKE
  U+203A  '›'                9   0.00%  SINGLE RIGHT-POINTING ANGLE QUOTATION MARK
  U+0648  'و'                9   0.00%  ARABIC LETTER WAW
  U+0308  '̈'                9   0.00%  COMBINING DIAERESIS
  U+2220  '∠'                9   0.00%  ANGLE
  U+1F609  '😉'               10   0.00%  WINKING FACE
  U+043A  'к'               10   0.00%  CYRILLIC SMALL LETTER KA
  U+1E0D  'ḍ'               10   0.00%  LATIN SMALL LETTER D WITH DOT BELOW
  U+0E32  'า'               10   0.00%  THAI CHARACTER SARA AA
  U+00C4  'Ä'               10   0.00%  LATIN CAPITAL LETTER A WITH DIAERESIS
  U+03C0  'π'               10   0.00%  GREEK SMALL LETTER PI
  U+25BA  '►'               11   0.00%  BLACK RIGHT-POINTING POINTER
  U+00B1  '±'               11   0.00%  PLUS-MINUS SIGN
  U+00C2  'Â'               11   0.00%  LATIN CAPITAL LETTER A WITH CIRCUMFLEX
  U+0431  'б'               11   0.00%  CYRILLIC SMALL LETTER BE
  U+2665  '♥'               11   0.00%  BLACK HEART SUIT
  U+00C9  'É'               12   0.00%  LATIN CAPITAL LETTER E WITH ACUTE
  U+0647  'ه'               12   0.00%  ARABIC LETTER HEH
  U+0432  'в'               13   0.00%  CYRILLIC SMALL LETTER VE
  U+201A  '‚'               13   0.00%  SINGLE LOW-9 QUOTATION MARK
  U+043B  'л'               14   0.00%  CYRILLIC SMALL LETTER EL
  U+0646  'ن'               15   0.00%  ARABIC LETTER NOON
  U+016B  'ū'               15   0.00%  LATIN SMALL LETTER U WITH MACRON
  U+005E  '^'               17   0.00%  CIRCUMFLEX ACCENT
  U+0441  'с'               17   0.00%  CYRILLIC SMALL LETTER ES
  U+2192  '→'               17   0.00%  RIGHTWARDS ARROW
  U+2588  '█'               17   0.00%  FULL BLOCK
  U+00E8  'è'               18   0.00%  LATIN SMALL LETTER E WITH GRAVE
  U+0301  '́'               18   0.00%  COMBINING ACUTE ACCENT
  U+0627  'ا'               18   0.00%  ARABIC LETTER ALEF
  U+0153  'œ'               19   0.00%  LATIN SMALL LIGATURE OE
  U+00AB  '«'               19   0.00%  LEFT-POINTING DOUBLE ANGLE QUOTATION MARK
  U+00E7  'ç'               20   0.00%  LATIN SMALL LETTER C WITH CEDILLA
  U+0644  'ل'               20   0.00%  ARABIC LETTER LAM
  U+043D  'н'               20   0.00%  CYRILLIC SMALL LETTER EN
  U+00FA  'ú'               21   0.00%  LATIN SMALL LETTER U WITH ACUTE
  U+00E0  'à'               21   0.00%  LATIN SMALL LETTER A WITH GRAVE
  U+1F642  '🙂'               25   0.00%  SLIGHTLY SMILING FACE
  U+0442  'т'               25   0.00%  CYRILLIC SMALL LETTER TE
  U+1E41  'ṁ'               26   0.00%  LATIN SMALL LETTER M WITH DOT ABOVE
  U+1E25  'ḥ'               27   0.00%  LATIN SMALL LETTER H WITH DOT BELOW
  U+015A  'Ś'               28   0.00%  LATIN CAPITAL LETTER S WITH ACUTE
  U+015B  'ś'               29   0.00%  LATIN SMALL LETTER S WITH ACUTE
  U+0438  'и'               30   0.00%  CYRILLIC SMALL LETTER I
  U+00A1  '¡'               31   0.00%  INVERTED EXCLAMATION MARK
  U+0430  'а'               32   0.00%  CYRILLIC SMALL LETTER A
  U+0435  'е'               32   0.00%  CYRILLIC SMALL LETTER IE
  U+00E4  'ä'               33   0.00%  LATIN SMALL LETTER A WITH DIAERESIS
  U+0440  'р'               34   0.00%  CYRILLIC SMALL LETTER ER
  U+00A7  '§'               35   0.00%  SECTION SIGN
  U+2044  '⁄'               43   0.00%  FRACTION SLASH
  U+00D7  '×'               43   0.00%  MULTIPLICATION SIGN
  U+043E  'о'               43   0.00%  CYRILLIC SMALL LETTER O
  U+03BC  'μ'               48   0.00%  GREEK SMALL LETTER MU
  U+00F1  'ñ'               49   0.00%  LATIN SMALL LETTER N WITH TILDE
  U+00ED  'í'               50   0.00%  LATIN SMALL LETTER I WITH ACUTE
  U+0060  '`'               56   0.00%  GRAVE ACCENT
  U+00FC  'ü'               57   0.00%  LATIN SMALL LETTER U WITH DIAERESIS
  U+1E5B  'ṛ'               59   0.00%  LATIN SMALL LETTER R WITH DOT BELOW
  U+00F3  'ó'               62   0.00%  LATIN SMALL LETTER O WITH ACUTE
  U+00F6  'ö'               62   0.00%  LATIN SMALL LETTER O WITH DIAERESIS
  U+274F  '❏'               62   0.00%  LOWER RIGHT DROP-SHADOWED WHITE SQUARE
  U+00E2  'â'               64   0.00%  LATIN SMALL LETTER A WITH CIRCUMFLEX
  U+00BB  '»'               69   0.00%  RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK
  U+003C  '<'               79   0.00%  LESS-THAN SIGN
  U+00A9  '©'               87   0.00%  COPYRIGHT SIGN
  U+00B7  '·'               88   0.00%  MIDDLE DOT
  U+1E63  'ṣ'               90   0.00%  LATIN SMALL LETTER S WITH DOT BELOW
  U+00E1  'á'               94   0.00%  LATIN SMALL LETTER A WITH ACUTE
  U+012B  'ī'               95   0.00%  LATIN SMALL LETTER I WITH MACRON
  U+00B0  '°'               97   0.00%  DEGREE SIGN
  U+20AC  '€'              102   0.00%  EURO SIGN
  U+007E  '~'              107   0.00%  TILDE
  U+1E47  'ṇ'              120   0.00%  LATIN SMALL LETTER N WITH DOT BELOW
  U+2032  '′'              131   0.00%  PRIME
  U+005C  '\\'             150   0.00%  REVERSE SOLIDUS
  U+00AE  '®'              173   0.00%  REGISTERED SIGN
  U+00A3  '£'              237   0.00%  POUND SIGN
  U+003D  '='              255   0.00%  EQUALS SIGN
  U+0101  'ā'              257   0.00%  LATIN SMALL LETTER A WITH MACRON
  U+00E9  'é'              263   0.00%  LATIN SMALL LETTER E WITH ACUTE
  U+003E  '>'              282   0.00%  GREATER-THAN SIGN
  U+2022  '•'              298   0.00%  BULLET
  U+005F  '_'              330   0.00%  LOW LINE
  U+002B  '+'              386   0.00%  PLUS SIGN
  U+0040  '@'              396   0.00%  COMMERCIAL AT
  U+0023  '#'              403   0.00%  NUMBER SIGN
  U+005B  '['              661   0.01%  LEFT SQUARE BRACKET
  U+005D  ']'              663   0.01%  RIGHT SQUARE BRACKET
  U+002A  '*'              740   0.01%  ASTERISK
  U+0058  'X'              931   0.01%  LATIN CAPITAL LETTER X
  U+005A  'Z'            1,033   0.01%  LATIN CAPITAL LETTER Z
  U+0025  '%'            1,107   0.01%  PERCENT SIGN
  U+2018  '‘'            1,156   0.01%  LEFT SINGLE QUOTATION MARK
  U+2014  '—'            1,317   0.01%  EM DASH
  U+0051  'Q'            1,425   0.01%  LATIN CAPITAL LETTER Q
  U+0024  '$'            1,654   0.01%  DOLLAR SIGN
  U+0026  '&'            1,792   0.01%  AMPERSAND
  U+2013  '–'            3,102   0.03%  EN DASH
  U+003B  ';'            3,481   0.03%  SEMICOLON
  U+002F  '/'            4,867   0.04%  SOLIDUS
  U+003F  '?'            5,040   0.04%  QUESTION MARK
  U+0021  '!'            5,139   0.04%  EXCLAMATION MARK
  U+004B  'K'            5,491   0.05%  LATIN CAPITAL LETTER K
  U+0056  'V'            5,750   0.05%  LATIN CAPITAL LETTER V
  U+201D  '”'            5,841   0.05%  RIGHT DOUBLE QUOTATION MARK
  U+0059  'Y'            5,880   0.05%  LATIN CAPITAL LETTER Y
  U+0037  '7'            5,943   0.05%  DIGIT SEVEN
  U+201C  '“'            5,978   0.05%  LEFT DOUBLE QUOTATION MARK
  U+0036  '6'            6,369   0.05%  DIGIT SIX
  U+007C  '|'            6,588   0.05%  VERTICAL LINE
  U+0038  '8'            6,905   0.06%  DIGIT EIGHT
  U+0055  'U'            7,200   0.06%  LATIN CAPITAL LETTER U
  U+0034  '4'            7,721   0.06%  DIGIT FOUR
  U+0039  '9'            7,779   0.06%  DIGIT NINE
  U+0022  '"'            7,825   0.06%  QUOTATION MARK
  U+004A  'J'            8,067   0.07%  LATIN CAPITAL LETTER J
  U+0035  '5'            8,659   0.07%  DIGIT FIVE
  U+0033  '3'            9,188   0.08%  DIGIT THREE
  U+0071  'q'            9,408   0.08%  LATIN SMALL LETTER Q
  U+0028  '('            9,508   0.08%  LEFT PARENTHESIS
  U+0029  ')'            9,739   0.08%  RIGHT PARENTHESIS
  U+007A  'z'            9,919   0.08%  LATIN SMALL LETTER Z
  U+003A  ':'           10,920   0.09%  COLON
  U+0027  "'"           11,240   0.09%  APOSTROPHE
  U+0047  'G'           11,996   0.10%  LATIN CAPITAL LETTER G
  U+006A  'j'           12,003   0.10%  LATIN SMALL LETTER J
  U+004E  'N'           13,028   0.11%  LATIN CAPITAL LETTER N
  U+004F  'O'           13,762   0.11%  LATIN CAPITAL LETTER O
  U+004C  'L'           13,940   0.11%  LATIN CAPITAL LETTER L
  U+0046  'F'           14,170   0.12%  LATIN CAPITAL LETTER F
  U+0052  'R'           15,689   0.13%  LATIN CAPITAL LETTER R
  U+0048  'H'           15,719   0.13%  LATIN CAPITAL LETTER H
  U+0045  'E'           15,848   0.13%  LATIN CAPITAL LETTER E
  U+0044  'D'           16,217   0.13%  LATIN CAPITAL LETTER D
  U+0057  'W'           17,836   0.15%  LATIN CAPITAL LETTER W
  U+0032  '2'           17,873   0.15%  DIGIT TWO
  U+0042  'B'           18,414   0.15%  LATIN CAPITAL LETTER B
  U+2019  '’'           19,018   0.16%  RIGHT SINGLE QUOTATION MARK
  U+0050  'P'           19,550   0.16%  LATIN CAPITAL LETTER P
  U+0078  'x'           20,521   0.17%  LATIN SMALL LETTER X
  U+004D  'M'           22,171   0.18%  LATIN CAPITAL LETTER M
  U+0031  '1'           22,707   0.19%  DIGIT ONE
  U+0030  '0'           25,374   0.21%  DIGIT ZERO
  U+0043  'C'           27,641   0.23%  LATIN CAPITAL LETTER C
  U+002D  '-'           28,236   0.23%  HYPHEN-MINUS
  U+0041  'A'           32,778   0.27%  LATIN CAPITAL LETTER A
  U+0053  'S'           34,674   0.28%  LATIN CAPITAL LETTER S
  U+0049  'I'           39,385   0.32%  LATIN CAPITAL LETTER I
  U+0054  'T'           40,109   0.33%  LATIN CAPITAL LETTER T
  U+006B  'k'           74,365   0.61%  LATIN SMALL LETTER K
  U+0076  'v'          102,748   0.84%  LATIN SMALL LETTER V
  U+002C  ','          105,898   0.87%  COMMA
  U+002E  '.'          116,859   0.96%  FULL STOP
  U+0062  'b'          129,202   1.06%  LATIN SMALL LETTER B
  U+0077  'w'          157,569   1.29%  LATIN SMALL LETTER W
  U+0079  'y'          180,433   1.48%  LATIN SMALL LETTER Y
  U+0067  'g'          192,246   1.58%  LATIN SMALL LETTER G
  U+0070  'p'          193,127   1.59%  LATIN SMALL LETTER P
  U+0066  'f'          196,010   1.61%  LATIN SMALL LETTER F
  U+006D  'm'          224,284   1.84%  LATIN SMALL LETTER M
  U+0075  'u'          275,301   2.26%  LATIN SMALL LETTER U
  U+0063  'c'          285,741   2.35%  LATIN SMALL LETTER C
  U+0064  'd'          342,064   2.81%  LATIN SMALL LETTER D
  U+006C  'l'          396,752   3.26%  LATIN SMALL LETTER L
  U+0068  'h'          418,250   3.43%  LATIN SMALL LETTER H
  U+0072  'r'          591,289   4.85%  LATIN SMALL LETTER R
  U+0073  's'          601,993   4.94%  LATIN SMALL LETTER S
  U+006E  'n'          666,103   5.47%  LATIN SMALL LETTER N
  U+0069  'i'          676,792   5.56%  LATIN SMALL LETTER I
  U+006F  'o'          736,557   6.05%  LATIN SMALL LETTER O
  U+0061  'a'          762,901   6.26%  LATIN SMALL LETTER A
  U+0074  't'          820,623   6.74%  LATIN SMALL LETTER T
  U+0065  'e'        1,137,851   9.34%  LATIN SMALL LETTER E
  U+0020  ' '        2,054,190  16.86%  SPACE
